id,valence_cue,valence_tar,BA_answer,BA_resp,excluded
39,emo,neu,A,,TRUE
39,neu,emo,B,,TRUE
39,emo,neu,B,,TRUE
39,neu,emo,B,,TRUE
39,neu,emo,A,A,TRUE
39,neu,emo,B,,TRUE
39,neu,neu,A,,TRUE
39,emo,neu,A,,TRUE
39,neu,neu,nei,,TRUE
39,neu,emo,A,A,TRUE
39,emo,neu,A,B,TRUE
39,emo,neu,B,,TRUE
39,emo,neu,B,,TRUE
39,emo,emo,nei,nei,TRUE
39,emo,neu,A,,TRUE
39,emo,emo,A,A,TRUE
39,neu,emo,A,,TRUE
39,neu,emo,B,,TRUE
39,emo,neu,B,,TRUE
39,neu,neu,B,,TRUE
39,emo,emo,B,,TRUE
39,emo,neu,A,A,TRUE
39,emo,emo,B,,TRUE
39,emo,neu,B,,TRUE
39,neu,neu,B,,TRUE
39,emo,neu,B,,TRUE
39,emo,neu,A,,TRUE
39,neu,emo,A,,TRUE
39,neu,emo,B,,TRUE
39,neu,emo,A,A,TRUE
39,emo,neu,B,,TRUE
39,neu,emo,B,A,TRUE
39,neu,emo,B,,TRUE
39,neu,emo,B,,TRUE
39,neu,emo,A,,TRUE
39,emo,neu,B,,TRUE
39,neu,neu,nei,,TRUE
39,emo,emo,nei,,TRUE
39,emo,neu,A,,TRUE
39,emo,emo,A,,TRUE
39,emo,neu,A,,TRUE
39,neu,emo,A,nei,TRUE
39,neu,emo,A,nei,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,B,,TRUE
39,neu,neu,A,,TRUE
39,neu,neu,B,,TRUE
39,neu,emo,A,,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,B,,TRUE
39,neu,emo,A,,TRUE
39,neu,emo,B,A,TRUE
39,emo,emo,B,,TRUE
39,emo,neu,B,,TRUE
39,neu,emo,B,,TRUE
39,neu,emo,A,,TRUE
39,emo,emo,nei,nei,TRUE
39,neu,neu,nei,,TRUE
39,neu,emo,B,,TRUE
39,emo,neu,B,,TRUE
39,neu,emo,B,A,TRUE
39,emo,neu,B,A,TRUE
39,neu,emo,A,,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,B,,TRUE
39,neu,neu,A,nei,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,A,,TRUE
39,emo,emo,A,,TRUE
39,neu,emo,A,,TRUE
39,neu,emo,B,,TRUE
39,emo,neu,B,A,TRUE
39,neu,neu,B,,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,B,,TRUE
39,emo,emo,nei,,TRUE
39,neu,emo,A,,TRUE
39,emo,neu,A,,TRUE
39,neu,emo,A,,TRUE
39,neu,emo,B,,TRUE
39,neu,neu,nei,,TRUE
39,neu,neu,A,,TRUE
39,neu,emo,A,,TRUE
39,emo,neu,B,,TRUE
39,neu,emo,B,,TRUE
39,emo,emo,A,,TRUE
39,emo,neu,B,,TRUE
39,neu,emo,B,,TRUE
39,emo,emo,B,,TRUE
39,neu,emo,B,,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,A,,TRUE
39,neu,emo,A,,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,B,,TRUE
39,neu,emo,B,,TRUE
39,emo,emo,A,A,TRUE
39,emo,neu,B,,TRUE
39,emo,neu,A,,TRUE
39,neu,emo,A,,TRUE
39,emo,neu,A,A,TRUE
39,neu,neu,B,,TRUE
39,neu,emo,B,,TRUE
39,emo,emo,B,,TRUE
39,neu,emo,B,,TRUE
39,emo,emo,nei,,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,B,A,TRUE
39,emo,neu,A,,TRUE
39,emo,neu,B,nei,TRUE
39,neu,emo,B,A,TRUE
39,neu,neu,nei,A,TRUE
39,neu,emo,B,,TRUE
39,neu,emo,A,A,TRUE
39,neu,neu,A,nei,TRUE
39,emo,neu,A,,TRUE
39,neu,emo,A,A,TRUE
39,neu,emo,A,,TRUE
40,neu,emo,B,,FALSE
40,neu,emo,A,nei,FALSE
40,emo,neu,A,nei,FALSE
40,neu,emo,B,nei,FALSE
40,emo,neu,B,,FALSE
40,neu,emo,B,A,FALSE
40,neu,emo,A,B,FALSE
40,neu,emo,B,B,FALSE
40,neu,neu,A,B,FALSE
40,emo,neu,A,A,FALSE
40,neu,neu,nei,B,FALSE
40,neu,emo,A,B,FALSE
40,emo,neu,A,A,FALSE
40,emo,neu,B,B,FALSE
40,emo,neu,B,A,FALSE
40,emo,emo,nei,nei,FALSE
40,emo,neu,A,A,FALSE
40,emo,emo,A,A,FALSE
40,neu,emo,A,nei,FALSE
40,neu,emo,B,nei,FALSE
40,emo,neu,B,nei,FALSE
40,neu,neu,B,B,FALSE
40,emo,emo,B,nei,FALSE
40,emo,neu,A,A,FALSE
40,emo,emo,B,B,FALSE
40,emo,neu,B,B,FALSE
40,neu,neu,B,A,FALSE
40,emo,neu,B,A,FALSE
40,emo,neu,A,A,FALSE
40,neu,emo,A,nei,FALSE
40,neu,emo,B,A,FALSE
40,neu,emo,A,A,FALSE
40,emo,neu,B,B,FALSE
40,neu,emo,B,B,FALSE
40,neu,emo,B,nei,FALSE
40,neu,emo,B,B,FALSE
40,neu,emo,A,nei,FALSE
40,emo,neu,B,B,FALSE
40,neu,neu,nei,B,FALSE
40,emo,emo,nei,nei,FALSE
40,emo,neu,A,nei,FALSE
40,emo,emo,A,A,FALSE
40,emo,neu,A,nei,FALSE
40,neu,emo,A,nei,FALSE
40,neu,emo,A,nei,FALSE
40,emo,neu,A,B,FALSE
40,emo,neu,B,B,FALSE
40,neu,neu,A,A,FALSE
40,neu,neu,B,B,FALSE
40,neu,emo,A,nei,FALSE
40,emo,neu,A,A,FALSE
40,emo,neu,B,nei,FALSE
40,neu,emo,A,nei,FALSE
40,neu,emo,B,B,FALSE
40,emo,emo,B,B,FALSE
40,emo,neu,B,,FALSE
40,neu,emo,B,nei,FALSE
40,neu,emo,A,nei,FALSE
40,emo,emo,nei,nei,FALSE
40,neu,neu,nei,nei,FALSE
40,neu,emo,B,,FALSE
40,emo,neu,B,A,FALSE
40,neu,emo,B,nei,FALSE
40,emo,neu,B,nei,FALSE
40,neu,emo,A,nei,FALSE
40,emo,neu,A,nei,FALSE
40,emo,neu,B,A,FALSE
40,neu,neu,A,nei,FALSE
40,emo,neu,A,,FALSE
40,emo,neu,A,A,FALSE
40,emo,emo,A,A,FALSE
40,neu,emo,A,B,FALSE
40,neu,emo,B,A,FALSE
40,emo,neu,B,,FALSE
40,neu,neu,B,A,FALSE
40,emo,neu,A,A,FALSE
40,emo,neu,B,nei,FALSE
40,emo,emo,nei,A,FALSE
40,neu,emo,A,A,FALSE
40,emo,neu,A,B,FALSE
40,neu,emo,A,nei,FALSE
40,neu,emo,B,B,FALSE
40,neu,neu,nei,A,FALSE
40,neu,neu,A,nei,FALSE
40,neu,emo,A,A,FALSE
40,emo,neu,B,,FALSE
40,neu,emo,B,A,FALSE
40,emo,emo,A,A,FALSE
40,emo,neu,B,B,FALSE
40,neu,emo,B,A,FALSE
40,emo,emo,B,A,FALSE
40,neu,emo,B,nei,FALSE
40,emo,neu,A,A,FALSE
40,emo,neu,A,A,FALSE
40,neu,emo,A,B,FALSE
40,emo,neu,A,B,FALSE
40,emo,neu,B,B,FALSE
40,neu,emo,B,,FALSE
40,emo,emo,A,A,FALSE
40,emo,neu,B,A,FALSE
40,emo,neu,A,B,FALSE
40,neu,emo,A,B,FALSE
40,emo,neu,A,nei,FALSE
40,neu,neu,B,A,FALSE
40,neu,emo,B,nei,FALSE
40,emo,emo,B,A,FALSE
40,neu,emo,B,A,FALSE
40,emo,emo,nei,A,FALSE
40,emo,neu,A,A,FALSE
40,emo,neu,B,,FALSE
40,emo,neu,A,nei,FALSE
40,emo,neu,B,A,FALSE
40,neu,emo,B,B,FALSE
40,neu,neu,nei,B,FALSE
40,neu,emo,B,A,FALSE
40,neu,emo,A,B,FALSE
40,neu,neu,A,A,FALSE
40,emo,neu,A,A,FALSE
40,neu,emo,A,nei,FALSE
40,neu,emo,A,,FALSE
41,neu,emo,B,,TRUE
41,neu,emo,B,,TRUE
41,neu,neu,B,,TRUE
41,emo,emo,B,,TRUE
41,emo,neu,B,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,A,,TRUE
41,neu,neu,nei,,TRUE
41,emo,emo,A,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,A,,TRUE
41,emo,emo,nei,,TRUE
41,emo,neu,B,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,A,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,B,,TRUE
41,neu,neu,A,,TRUE
41,neu,emo,B,,TRUE
41,emo,emo,A,,TRUE
41,neu,neu,B,,TRUE
41,emo,emo,B,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,B,,TRUE
41,neu,emo,B,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,neu,nei,,TRUE
41,emo,neu,B,,TRUE
41,neu,emo,A,,TRUE
41,neu,neu,A,,TRUE
41,emo,neu,B,,TRUE
41,emo,emo,nei,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,A,,TRUE
41,neu,emo,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,B,,TRUE
41,emo,neu,A,,TRUE
41,emo,emo,A,,TRUE
41,neu,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,B,,TRUE
41,neu,neu,nei,,TRUE
41,neu,emo,A,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,A,,TRUE
41,neu,emo,B,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,B,,TRUE
41,neu,emo,B,,TRUE
41,emo,emo,B,,TRUE
41,emo,neu,A,,TRUE
41,emo,emo,nei,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,A,,TRUE
41,neu,neu,A,,TRUE
41,emo,emo,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,A,,TRUE
41,neu,emo,A,,TRUE
41,emo,emo,nei,,TRUE
41,neu,neu,A,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,emo,neu,B,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,A,,TRUE
41,emo,emo,A,,TRUE
41,neu,neu,nei,,TRUE
41,neu,emo,A,,TRUE
41,neu,emo,B,,TRUE
41,emo,neu,B,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,B,,TRUE
41,emo,neu,A,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,A,,TRUE
41,emo,emo,nei,,TRUE
41,neu,emo,A,,TRUE
41,neu,emo,B,,TRUE
41,neu,neu,B,,TRUE
41,emo,emo,A,,TRUE
41,emo,neu,B,,TRUE
41,neu,emo,B,,TRUE
41,emo,neu,B,,TRUE
41,emo,neu,A,,TRUE
41,emo,emo,B,,TRUE
41,neu,emo,B,,TRUE
41,neu,neu,nei,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,A,,TRUE
41,neu,emo,B,,TRUE
41,neu,emo,A,,TRUE
41,emo,neu,A,,TRUE
41,emo,neu,A,,TRUE
41,emo,neu,B,,TRUE
41,neu,neu,A,,TRUE
42,neu,emo,B,B,FALSE
42,neu,emo,B,B,FALSE
42,neu,neu,B,B,FALSE
42,emo,emo,B,B,FALSE
42,emo,neu,B,,FALSE
42,neu,emo,B,B,FALSE
42,neu,emo,A,B,FALSE
42,emo,neu,A,A,FALSE
42,neu,neu,nei,,FALSE
42,emo,emo,A,B,FALSE
42,neu,emo,B,A,FALSE
42,neu,emo,A,A,FALSE
42,emo,emo,nei,nei,FALSE
42,emo,neu,B,,FALSE
42,neu,emo,A,,FALSE
42,emo,neu,B,B,FALSE
42,emo,neu,A,A,FALSE
42,neu,emo,A,B,FALSE
42,emo,neu,A,B,FALSE
42,emo,neu,B,B,FALSE
42,emo,neu,A,B,FALSE
42,neu,emo,A,B,FALSE
42,emo,neu,B,B,FALSE
42,neu,neu,A,A,FALSE
42,neu,emo,B,B,FALSE
42,emo,emo,A,A,FALSE
42,neu,neu,B,B,FALSE
42,emo,emo,B,A,FALSE
42,neu,emo,B,A,FALSE
42,neu,emo,A,B,FALSE
42,emo,neu,B,B,FALSE
42,emo,neu,B,nei,FALSE
42,neu,emo,B,B,FALSE
42,emo,neu,B,nei,FALSE
42,emo,neu,A,A,FALSE
42,neu,neu,nei,,FALSE
42,emo,neu,B,A,FALSE
42,neu,emo,A,,FALSE
42,neu,neu,A,A,FALSE
42,emo,neu,B,nei,FALSE
42,emo,emo,nei,B,FALSE
42,neu,emo,A,B,FALSE
42,emo,neu,A,B,FALSE
42,neu,emo,A,,FALSE
42,neu,emo,B,A,FALSE
42,emo,neu,A,A,FALSE
42,neu,emo,A,A,FALSE
42,emo,neu,A,B,FALSE
42,neu,emo,B,B,FALSE
42,emo,neu,A,A,FALSE
42,emo,emo,A,B,FALSE
42,neu,neu,B,A,FALSE
42,emo,neu,A,nei,FALSE
42,neu,emo,B,B,FALSE
42,neu,neu,nei,A,FALSE
42,neu,emo,A,A,FALSE
42,neu,emo,B,B,FALSE
42,neu,emo,A,A,FALSE
42,neu,emo,B,B,FALSE
42,emo,neu,B,B,FALSE
42,emo,neu,A,B,FALSE
42,emo,neu,B,A,FALSE
42,emo,neu,B,B,FALSE
42,neu,emo,B,B,FALSE
42,emo,emo,B,B,FALSE
42,emo,neu,A,A,FALSE
42,emo,emo,nei,A,FALSE
42,neu,emo,A,A,FALSE
42,emo,neu,B,A,FALSE
42,emo,neu,A,B,FALSE
42,neu,emo,A,,FALSE
42,neu,neu,A,A,FALSE
42,emo,emo,B,nei,FALSE
42,emo,neu,A,B,FALSE
42,neu,neu,B,A,FALSE
42,emo,neu,A,A,FALSE
42,neu,emo,A,A,FALSE
42,neu,emo,A,A,FALSE
42,emo,emo,nei,B,FALSE
42,neu,neu,A,A,FALSE
42,emo,neu,B,A,FALSE
42,emo,neu,B,B,FALSE
42,emo,neu,A,B,FALSE
42,emo,neu,B,A,FALSE
42,neu,emo,B,A,FALSE
42,neu,emo,A,A,FALSE
42,emo,neu,A,A,FALSE
42,emo,emo,A,A,FALSE
42,neu,neu,nei,B,FALSE
42,neu,emo,A,B,FALSE
42,neu,emo,B,B,FALSE
42,emo,neu,B,nei,FALSE
42,neu,emo,B,A,FALSE
42,neu,emo,B,A,FALSE
42,neu,emo,B,B,FALSE
42,emo,neu,A,A,FALSE
42,emo,neu,B,B,FALSE
42,emo,neu,A,A,FALSE
42,neu,emo,A,B,FALSE
42,emo,neu,A,A,FALSE
42,emo,emo,nei,A,FALSE
42,neu,emo,A,A,FALSE
42,neu,emo,B,B,FALSE
42,neu,neu,B,A,FALSE
42,emo,emo,A,A,FALSE
42,emo,neu,B,A,FALSE
42,neu,emo,B,B,FALSE
42,emo,neu,B,A,FALSE
42,emo,neu,A,A,FALSE
42,emo,emo,B,A,FALSE
42,neu,emo,B,B,FALSE
42,neu,neu,nei,B,FALSE
42,neu,emo,B,A,FALSE
42,neu,emo,A,nei,FALSE
42,neu,emo,B,B,FALSE
42,neu,emo,A,A,FALSE
42,emo,neu,A,,FALSE
42,emo,neu,A,A,FALSE
42,emo,neu,B,A,FALSE
42,neu,neu,A,A,FALSE
43,neu,emo,B,B,TRUE
43,neu,emo,A,A,TRUE
43,emo,neu,A,B,TRUE
43,neu,emo,B,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,B,B,TRUE
43,neu,emo,A,,TRUE
43,neu,emo,B,B,TRUE
43,neu,neu,A,,TRUE
43,emo,neu,A,,TRUE
43,neu,neu,nei,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,B,,TRUE
43,emo,neu,B,,TRUE
43,emo,emo,nei,,TRUE
43,emo,neu,A,B,TRUE
43,emo,emo,A,nei,TRUE
43,neu,emo,A,B,TRUE
43,neu,emo,B,,TRUE
43,emo,neu,B,nei,TRUE
43,neu,neu,B,,TRUE
43,emo,emo,B,,TRUE
43,emo,neu,A,B,TRUE
43,emo,emo,B,A,TRUE
43,emo,neu,B,,TRUE
43,neu,neu,B,,TRUE
43,emo,neu,B,,TRUE
43,emo,neu,A,,TRUE
43,neu,emo,A,,TRUE
43,neu,emo,B,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,B,,TRUE
43,neu,emo,B,,TRUE
43,neu,emo,B,A,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,B,,TRUE
43,neu,neu,nei,,TRUE
43,emo,emo,nei,,TRUE
43,emo,neu,A,,TRUE
43,emo,emo,A,,TRUE
43,emo,neu,A,,TRUE
43,neu,emo,A,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,B,,TRUE
43,neu,neu,A,,TRUE
43,neu,neu,B,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,B,nei,TRUE
43,neu,emo,A,,TRUE
43,neu,emo,B,,TRUE
43,emo,emo,B,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,B,,TRUE
43,neu,emo,A,,TRUE
43,emo,emo,nei,nei,TRUE
43,neu,neu,nei,,TRUE
43,neu,emo,B,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,B,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,B,,TRUE
43,neu,neu,A,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,A,,TRUE
43,emo,emo,A,,TRUE
43,neu,emo,A,,TRUE
43,neu,emo,B,,TRUE
43,emo,neu,B,nei,TRUE
43,neu,neu,B,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,B,A,TRUE
43,emo,emo,nei,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,A,,TRUE
43,neu,emo,A,,TRUE
43,neu,emo,B,,TRUE
43,neu,neu,nei,,TRUE
43,neu,neu,A,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,B,,TRUE
43,emo,emo,A,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,B,,TRUE
43,emo,emo,B,,TRUE
43,neu,emo,B,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,A,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,B,,TRUE
43,emo,emo,A,,TRUE
43,emo,neu,B,,TRUE
43,emo,neu,A,,TRUE
43,neu,emo,A,,TRUE
43,emo,neu,A,,TRUE
43,neu,neu,B,,TRUE
43,neu,emo,B,,TRUE
43,emo,emo,B,,TRUE
43,neu,emo,B,,TRUE
43,emo,emo,nei,B,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,B,,TRUE
43,emo,neu,A,,TRUE
43,emo,neu,B,,TRUE
43,neu,emo,B,,TRUE
43,neu,neu,nei,,TRUE
43,neu,emo,B,,TRUE
43,neu,emo,A,,TRUE
43,neu,neu,A,,TRUE
43,emo,neu,A,,TRUE
43,neu,emo,A,,TRUE
43,neu,emo,A,,TRUE
44,neu,emo,B,B,FALSE
44,neu,emo,B,B,FALSE
44,neu,neu,B,,FALSE
44,emo,emo,B,A,FALSE
44,emo,neu,B,B,FALSE
44,neu,emo,B,,FALSE
44,neu,emo,A,A,FALSE
44,emo,neu,A,,FALSE
44,neu,neu,nei,,FALSE
44,emo,emo,A,A,FALSE
44,neu,emo,B,A,FALSE
44,neu,emo,A,,FALSE
44,emo,emo,nei,,FALSE
44,emo,neu,B,A,FALSE
44,neu,emo,A,,FALSE
44,emo,neu,B,A,FALSE
44,emo,neu,A,A,FALSE
44,neu,emo,A,,FALSE
44,emo,neu,A,A,FALSE
44,emo,neu,B,A,FALSE
44,emo,neu,A,A,FALSE
44,neu,emo,A,,FALSE
44,emo,neu,B,A,FALSE
44,neu,neu,A,A,FALSE
44,neu,emo,B,B,FALSE
44,emo,emo,A,A,FALSE
44,neu,neu,B,A,FALSE
44,emo,emo,B,,FALSE
44,neu,emo,B,A,FALSE
44,neu,emo,A,A,FALSE
44,emo,neu,B,B,FALSE
44,emo,neu,B,,FALSE
44,neu,emo,B,A,FALSE
44,emo,neu,B,A,FALSE
44,emo,neu,A,A,FALSE
44,neu,neu,nei,B,FALSE
44,emo,neu,B,B,FALSE
44,neu,emo,A,A,FALSE
44,neu,neu,A,A,FALSE
44,emo,neu,B,A,FALSE
44,emo,emo,nei,B,FALSE
44,neu,emo,A,,FALSE
44,emo,neu,A,A,FALSE
44,neu,emo,A,A,FALSE
44,neu,emo,B,A,FALSE
44,emo,neu,A,A,FALSE
44,neu,emo,A,,FALSE
44,emo,neu,A,A,FALSE
44,neu,emo,B,B,FALSE
44,emo,neu,A,A,FALSE
44,emo,emo,A,A,FALSE
44,neu,neu,B,A,FALSE
44,emo,neu,A,B,FALSE
44,neu,emo,B,A,FALSE
44,neu,neu,nei,A,FALSE
44,neu,emo,A,A,FALSE
44,neu,emo,B,A,FALSE
44,neu,emo,A,A,FALSE
44,neu,emo,B,B,FALSE
44,emo,neu,B,A,FALSE
44,emo,neu,A,B,FALSE
44,emo,neu,B,B,FALSE
44,emo,neu,B,A,FALSE
44,neu,emo,B,A,FALSE
44,emo,emo,B,B,FALSE
44,emo,neu,A,A,FALSE
44,emo,emo,nei,,FALSE
44,neu,emo,A,B,FALSE
44,emo,neu,B,B,FALSE
44,emo,neu,A,A,FALSE
44,neu,emo,A,A,FALSE
44,neu,neu,A,A,FALSE
44,emo,emo,B,nei,FALSE
44,emo,neu,A,A,FALSE
44,neu,neu,B,,FALSE
44,emo,neu,A,A,FALSE
44,neu,emo,A,A,FALSE
44,neu,emo,A,A,FALSE
44,emo,emo,nei,B,FALSE
44,neu,neu,A,B,FALSE
44,emo,neu,B,B,FALSE
44,emo,neu,B,,FALSE
44,emo,neu,A,B,FALSE
44,emo,neu,B,B,FALSE
44,neu,emo,B,B,FALSE
44,neu,emo,A,A,FALSE
44,emo,neu,A,A,FALSE
44,emo,emo,A,B,FALSE
44,neu,neu,nei,A,FALSE
44,neu,emo,A,B,FALSE
44,neu,emo,B,A,FALSE
44,emo,neu,B,A,FALSE
44,neu,emo,B,A,FALSE
44,neu,emo,B,A,FALSE
44,neu,emo,B,B,FALSE
44,emo,neu,A,B,FALSE
44,emo,neu,B,A,FALSE
44,emo,neu,A,A,FALSE
44,neu,emo,A,B,FALSE
44,emo,neu,A,A,FALSE
44,emo,emo,nei,B,FALSE
44,neu,emo,A,B,FALSE
44,neu,emo,B,B,FALSE
44,neu,neu,B,B,FALSE
44,emo,emo,A,B,FALSE
44,emo,neu,B,B,FALSE
44,neu,emo,B,nei,FALSE
44,emo,neu,B,A,FALSE
44,emo,neu,A,A,FALSE
44,emo,emo,B,,FALSE
44,neu,emo,B,B,FALSE
44,neu,neu,nei,nei,FALSE
44,neu,emo,B,B,FALSE
44,neu,emo,A,nei,FALSE
44,neu,emo,B,B,FALSE
44,neu,emo,A,A,FALSE
44,emo,neu,A,,FALSE
44,emo,neu,A,A,FALSE
44,emo,neu,B,nei,FALSE
44,neu,neu,A,A,FALSE
45,neu,emo,B,,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,A,,FALSE
45,neu,emo,B,nei,FALSE
45,emo,neu,B,nei,FALSE
45,neu,emo,B,nei,FALSE
45,neu,emo,A,,FALSE
45,neu,emo,B,B,FALSE
45,neu,neu,A,,FALSE
45,emo,neu,A,B,FALSE
45,neu,neu,nei,,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,A,nei,FALSE
45,emo,neu,B,B,FALSE
45,emo,neu,B,B,FALSE
45,emo,emo,nei,,FALSE
45,emo,neu,A,A,FALSE
45,emo,emo,A,B,FALSE
45,neu,emo,A,B,FALSE
45,neu,emo,B,B,FALSE
45,emo,neu,B,B,FALSE
45,neu,neu,B,B,FALSE
45,emo,emo,B,B,FALSE
45,emo,neu,A,,FALSE
45,emo,emo,B,B,FALSE
45,emo,neu,B,B,FALSE
45,neu,neu,B,nei,FALSE
45,emo,neu,B,B,FALSE
45,emo,neu,A,A,FALSE
45,neu,emo,A,nei,FALSE
45,neu,emo,B,B,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,B,,FALSE
45,neu,emo,B,nei,FALSE
45,neu,emo,B,A,FALSE
45,neu,emo,B,B,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,B,nei,FALSE
45,neu,neu,nei,nei,FALSE
45,emo,emo,nei,nei,FALSE
45,emo,neu,A,A,FALSE
45,emo,emo,A,nei,FALSE
45,emo,neu,A,nei,FALSE
45,neu,emo,A,A,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,A,A,FALSE
45,emo,neu,B,B,FALSE
45,neu,neu,A,nei,FALSE
45,neu,neu,B,B,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,A,A,FALSE
45,emo,neu,B,B,FALSE
45,neu,emo,A,B,FALSE
45,neu,emo,B,B,FALSE
45,emo,emo,B,B,FALSE
45,emo,neu,B,A,FALSE
45,neu,emo,B,B,FALSE
45,neu,emo,A,A,FALSE
45,emo,emo,nei,B,FALSE
45,neu,neu,nei,B,FALSE
45,neu,emo,B,B,FALSE
45,emo,neu,B,A,FALSE
45,neu,emo,B,A,FALSE
45,emo,neu,B,A,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,A,A,FALSE
45,emo,neu,B,A,FALSE
45,neu,neu,A,B,FALSE
45,emo,neu,A,nei,FALSE
45,emo,neu,A,A,FALSE
45,emo,emo,A,,FALSE
45,neu,emo,A,A,FALSE
45,neu,emo,B,B,FALSE
45,emo,neu,B,,FALSE
45,neu,neu,B,B,FALSE
45,emo,neu,A,A,FALSE
45,emo,neu,B,A,FALSE
45,emo,emo,nei,nei,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,A,A,FALSE
45,neu,emo,A,nei,FALSE
45,neu,emo,B,B,FALSE
45,neu,neu,nei,,FALSE
45,neu,neu,A,nei,FALSE
45,neu,emo,A,A,FALSE
45,emo,neu,B,B,FALSE
45,neu,emo,B,B,FALSE
45,emo,emo,A,A,FALSE
45,emo,neu,B,A,FALSE
45,neu,emo,B,A,FALSE
45,emo,emo,B,nei,FALSE
45,neu,emo,B,B,FALSE
45,emo,neu,A,B,FALSE
45,emo,neu,A,A,FALSE
45,neu,emo,A,B,FALSE
45,emo,neu,A,A,FALSE
45,emo,neu,B,B,FALSE
45,neu,emo,B,B,FALSE
45,emo,emo,A,nei,FALSE
45,emo,neu,B,B,FALSE
45,emo,neu,A,A,FALSE
45,neu,emo,A,nei,FALSE
45,emo,neu,A,,FALSE
45,neu,neu,B,A,FALSE
45,neu,emo,B,A,FALSE
45,emo,emo,B,,FALSE
45,neu,emo,B,A,FALSE
45,emo,emo,nei,nei,FALSE
45,emo,neu,A,B,FALSE
45,emo,neu,B,,FALSE
45,emo,neu,A,nei,FALSE
45,emo,neu,B,B,FALSE
45,neu,emo,B,B,FALSE
45,neu,neu,nei,nei,FALSE
45,neu,emo,B,,FALSE
45,neu,emo,A,A,FALSE
